ItemGroup,Item,Site,Item_location,Family_Code,Week,Year,Week_Year,Demand,Prod_Start,POs,R_Create_Date,Receipts,Inventory_PO,Inventory_R,Demand_I,Demand_R,Demand_RI,Inventory_D,Inventory,Transfer_In,Transfer_Out,SS_Weeks,WOS,Sim_Inv,Sim_WOS,VendorId,Week_Date
FWBB,20061751046,3210,20061751046_3210,800BR,11,2024,11_2024,2,0,0,null,0,16,0,0,0,0,0,16,0,1,4,8,17,8.5,20008777,3/17/2024
FWBB,20061751043,3220,20061751043_3220,800BR,11,2024,11_2024,2,0,0,null,0,0,0,0,0,0,0,0,0,0,4,0,17,8.5,20008777,3/17/2024
FWBB,20061751046,3220,20061751046_3220,800BR,11,2024,11_2024,2,0,0,null,0,2,0,0,0,0,0,2,0,0,4,1,15,7.5,20008777,3/17/2024
FWBB,20061751040,3010,20061751040_3010,800BR,11,2024,11_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,-2,-2,20008777,3/17/2024
FWBB,20061751041,3000,20061751041_3000,800BR,11,2024,11_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,-2,-2,20008777,3/17/2024
FWBB,20061751012,3220,20061751012_3220,800BR,11,2024,11_2024,1,0,0,null,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20008777,3/17/2024
FWBB,20061751012,3200,20061751012_3200,800BR,11,2024,11_2024,1,0,0,null,0,7,0,0,0,0,0,7,0,0,4,7,7,7,20008777,3/17/2024
FWBB,20061751040,3220,20061751040_3220,800BR,11,2024,11_2024,1,0,0,null,0,0,0,0,0,0,0,0,0,0,4,0,2,2,20008777,3/17/2024
FWBB,20061751038,3010,20061751038_3010,800BR,11,2024,11_2024,2,0,0,null,0,7,0,0,0,0,0,7,0,0,4,6.22,7,6.22,20008777,3/17/2024
FWBB,20061751040,3210,20061751040_3210,800BR,11,2024,11_2024,1,0,0,null,0,1,0,0,0,0,0,1,0,0,4,1,1,1,20008777,3/17/2024
FWBB,20061751042,3010,20061751042_3010,800BR,11,2024,11_2024,2,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-2,-5,-2.5,20008777,3/17/2024
FWBB,20061751042,3200,20061751042_3200,800BR,11,2024,11_2024,2,0,0,null,0,9,0,0,0,0,0,9,0,0,4,6,10,6.67,20008777,3/17/2024
FWBB,20061751043,3010,20061751043_3010,800BR,11,2024,11_2024,3,0,0,null,0,-1,0,0,0,0,0,-1,0,0,4,-0.47,-1,-0.47,20008777,3/17/2024
FWBB,20061751038,3000,20061751038_3000,800BR,11,2024,11_2024,3,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-1.33,-4,-1.33,20008777,3/17/2024
FWBB,20061751038,3220,20061751038_3220,800BR,11,2024,11_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,8,8,20008777,3/17/2024
FWBB,20061751040,3200,20061751040_3200,800BR,11,2024,11_2024,1,0,0,null,0,-1,0,0,0,0,0,-1,0,0,4,-1,-1,-1,20008777,3/17/2024
FWBB,20061751039,3210,20061751039_3210,800BR,11,2024,11_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,-2,-2,20008777,3/17/2024
FWBB,20061751013,3000,20061751013_3000,800BR,11,2024,11_2024,1,0,0,null,0,2,0,0,0,0,0,2,0,0,4,2,2,2,20008777,3/17/2024
FWBB,20061751041,3200,20061751041_3200,800BR,11,2024,11_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,-2,-2,20008777,3/17/2024
FWBB,20061751043,3200,20061751043_3200,800BR,11,2024,11_2024,2,0,0,null,0,3,0,0,0,0,0,3,0,0,4,2.67,3,2.67,20008777,3/17/2024
FWBB,20061751013,3210,20061751013_3210,800BR,11,2024,11_2024,1,0,0,null,0,17,0,0,0,0,0,17,0,0,4,17,17,17,20008777,3/17/2024
FWBB,20061751046,3010,20061751046_3010,800BR,11,2024,11_2024,2,0,0,null,0,7,0,0,0,0,0,7,0,0,4,3.5,7,3.5,20008777,3/17/2024
FWBB,20061751039,3000,20061751039_3000,800BR,11,2024,11_2024,3,0,0,null,0,-3,0,0,0,0,0,-3,0,0,4,-1,-3,-1,20008777,3/17/2024
FWBB,20061751041,3220,20061751041_3220,800BR,12,2024,12_2024,1,0,0,11/21/2023,4,0,0,0,0,0,0,0,0,0,4,0,6,6,20008777,3/24/2024
FWBB,20061751012,3000,20061751012_3000,800BR,12,2024,12_2024,1,0,0,null,0,-1,0,0,0,0,0,-1,0,0,4,-1,-1,-1,20008777,3/24/2024
FWBB,20061751012,3010,20061751012_3010,800BR,12,2024,12_2024,1,0,0,null,0,8,0,0,0,0,0,8,0,0,4,8,8,8,20008777,3/24/2024
FWBB,20061751013,3200,20061751013_3200,800BR,12,2024,12_2024,1,0,0,null,0,8,0,0,0,0,0,8,0,0,4,8,8,8,20008777,3/24/2024
FWBB,20061751038,3200,20061751038_3200,800BR,12,2024,12_2024,2,0,0,null,0,-7,0,0,0,0,0,-7,0,0,4,-3.5,-7,-3.5,20008777,3/24/2024
FWBB,20061751046,3200,20061751046_3200,800BR,12,2024,12_2024,3,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-2,-5,-2.5,20008777,3/24/2024
FWBB,20061751013,3010,20061751013_3010,800BR,12,2024,12_2024,1,0,0,null,0,11,0,0,0,0,0,11,0,0,4,11,11,11,20008777,3/24/2024
FWBB,20061751041,3210,20061751041_3210,800BR,12,2024,12_2024,1,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-4,-4,-4,20008777,3/24/2024
FWBB,20061751038,3210,20061751038_3210,800BR,12,2024,12_2024,1,0,0,11/10/2023,1,1,0,0,0,0,0,1,0,0,4,1,2,2,20008777,3/24/2024
FWBB,20061751013,3220,20061751013_3220,800BR,12,2024,12_2024,1,0,0,null,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20008777,3/24/2024
FWBB,20061751042,3220,20061751042_3220,800BR,12,2024,12_2024,2,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-3,12,6,20008777,3/24/2024
FWBB,20061751012,3210,20061751012_3210,800BR,12,2024,12_2024,1,0,0,null,0,17,0,0,0,0,0,17,0,1,4,17,18,18,20008777,3/24/2024
FWBB,20061751043,3210,20061751043_3210,800BR,12,2024,12_2024,3,0,0,11/10/2023,7,-12,0,0,0,0,0,-12,0,0,4,-6,-5,-2.5,20008777,3/24/2024
FWBB,20061751043,3000,20061751043_3000,800BR,12,2024,12_2024,3,0,0,null,0,13,0,0,0,0,0,13,0,0,4,4.33,13,4.33,20008777,3/24/2024
FWBB,20061751039,3220,20061751039_3220,800BR,12,2024,12_2024,1,0,0,11/21/2023,2,-4,0,0,0,0,0,-4,0,0,4,-4,11,11,20008777,3/24/2024
FWBB,20061751041,3010,20061751041_3010,800BR,12,2024,12_2024,1,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-4,-4,-4,20008777,3/24/2024
FWBB,20061751040,3000,20061751040_3000,800BR,12,2024,12_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,-2,-2,20008777,3/24/2024
FWBB,20061751046,3000,20061751046_3000,800BR,12,2024,12_2024,5,0,0,null,0,21,0,0,0,0,0,21,0,0,4,4.67,21,4.67,20008777,3/24/2024
FWBB,20061751039,3010,20061751039_3010,800BR,12,2024,12_2024,2,0,0,null,0,2,0,0,0,0,0,2,0,0,4,2,2,2,20008777,3/24/2024
FWBB,20061751039,3200,20061751039_3200,800BR,12,2024,12_2024,2,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-3,-6,-3,20008777,3/24/2024
FWBB,20061751042,3210,20061751042_3210,800BR,12,2024,12_2024,3,0,0,11/10/2023,6,1,0,0,0,0,0,1,0,0,4,0.5,7,3.5,20008777,3/24/2024
FWBB,20061751042,3000,20061751042_3000,800BR,12,2024,12_2024,3,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-1.6,-4,-1.6,20008777,3/24/2024
FWBB,20061751046,3210,20061751046_3210,800BR,12,2024,12_2024,2,0,0,11/10/2023,9,14,0,0,0,0,0,14,0,0,4,7,24,12,20008777,3/24/2024
FWBB,20061751043,3220,20061751043_3220,800BR,12,2024,12_2024,2,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-1,15,7.5,20008777,3/24/2024
FWBB,20061751046,3220,20061751046_3220,800BR,12,2024,12_2024,2,0,0,11/21/2023,1,0,0,0,0,0,0,0,0,0,4,0,14,7,20008777,3/24/2024
FWBB,20061751040,3010,20061751040_3010,800BR,12,2024,12_2024,1,0,0,null,0,-3,0,0,0,0,0,-3,0,0,4,-3,-3,-3,20008777,3/24/2024
FWBB,20061751041,3000,20061751041_3000,800BR,12,2024,12_2024,1,0,0,null,0,-3,0,0,0,0,0,-3,0,0,4,-3,-3,-3,20008777,3/24/2024
FWBB,20061751012,3220,20061751012_3220,800BR,12,2024,12_2024,1,0,0,null,0,0,0,0,0,0,0,0,1,0,4,0,-1,-1,20008777,3/24/2024
FWBB,20061751012,3200,20061751012_3200,800BR,12,2024,12_2024,1,0,0,null,0,6,0,0,0,0,0,6,0,0,4,6,6,6,20008777,3/24/2024
FWBB,20061751040,3220,20061751040_3220,800BR,12,2024,12_2024,1,0,0,11/21/2023,2,-1,0,0,0,0,0,-1,0,0,4,-1,3,3,20008777,3/24/2024
FWBB,20061751038,3010,20061751038_3010,800BR,12,2024,12_2024,2,0,0,null,0,5,0,0,0,0,0,5,0,0,4,5,5,5,20008777,3/24/2024
FWBB,20061751040,3210,20061751040_3210,800BR,12,2024,12_2024,1,0,0,null,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20008777,3/24/2024
FWBB,20061751042,3010,20061751042_3010,800BR,12,2024,12_2024,2,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-3,-7,-3.5,20008777,3/24/2024
FWBB,20061751042,3200,20061751042_3200,800BR,12,2024,12_2024,2,0,0,null,0,7,0,0,0,0,0,7,0,0,4,4.67,8,5.33,20008777,3/24/2024
FWBB,20061751043,3010,20061751043_3010,800BR,12,2024,12_2024,3,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-2,-4,-2,20008777,3/24/2024
FWBB,20061751038,3000,20061751038_3000,800BR,12,2024,12_2024,3,0,0,null,0,-7,0,0,0,0,0,-7,0,0,4,-2.33,-7,-2.33,20008777,3/24/2024
FWBB,20061751038,3220,20061751038_3220,800BR,12,2024,12_2024,1,0,0,11/21/2023,3,-3,0,0,0,0,0,-3,0,0,4,-3,10,10,20008777,3/24/2024
FWBB,20061751040,3200,20061751040_3200,800BR,12,2024,12_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,-2,-2,20008777,3/24/2024
FWBB,20061751039,3210,20061751039_3210,800BR,12,2024,12_2024,1,0,0,11/10/2023,6,-3,0,0,0,0,0,-3,0,0,4,-3,3,3,20008777,3/24/2024
FWBB,20061751013,3000,20061751013_3000,800BR,12,2024,12_2024,1,0,0,null,0,1,0,0,0,0,0,1,0,0,4,1,1,1,20008777,3/24/2024
FWBB,20061751041,3200,20061751041_3200,800BR,12,2024,12_2024,1,0,0,null,0,-3,0,0,0,0,0,-3,0,0,4,-3,-3,-3,20008777,3/24/2024
FWBB,20061751043,3200,20061751043_3200,800BR,12,2024,12_2024,2,0,0,null,0,1,0,0,0,0,0,1,0,0,4,1,1,1,20008777,3/24/2024
FWBB,20061751013,3210,20061751013_3210,800BR,12,2024,12_2024,1,0,0,null,0,16,0,0,0,0,0,16,0,0,4,16,16,16,20008777,3/24/2024
FWBB,20061751046,3010,20061751046_3010,800BR,12,2024,12_2024,2,0,0,null,0,5,0,0,0,0,0,5,0,0,4,2.5,5,2.5,20008777,3/24/2024
FWBB,20061751039,3000,20061751039_3000,800BR,12,2024,12_2024,3,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-2,-6,-2,20008777,3/24/2024
FWBB,20061751041,3220,20061751041_3220,800BR,13,2024,13_2024,1,0,0,null,0,-1,0,0,0,0,0,-1,0,0,4,-1,5,5,20008777,3/31/2024
FWBB,20061751012,3000,20061751012_3000,800BR,13,2024,13_2024,1,0,0,11/10/2023,6,-2,0,0,0,0,0,-2,0,0,4,-2,4,4,20008777,3/31/2024
FWBB,20061751012,3010,20061751012_3010,800BR,13,2024,13_2024,1,0,0,null,0,7,0,0,0,0,0,7,0,0,4,7,7,7,20008777,3/31/2024
FWBB,20061751013,3200,20061751013_3200,800BR,13,2024,13_2024,1,0,0,null,0,7,0,0,0,0,0,7,0,0,4,7,7,7,20008777,3/31/2024
FWBB,20061751038,3200,20061751038_3200,800BR,13,2024,13_2024,2,0,0,null,0,-9,0,0,0,0,0,-9,0,0,4,-4.5,-9,-4.5,20008777,3/31/2024
FWBB,20061751046,3200,20061751046_3200,800BR,13,2024,13_2024,2,0,0,11/10/2023,6,0,0,0,0,0,0,0,0,0,4,0,-1,-0.47,20008777,3/31/2024
FWBB,20061751013,3010,20061751013_3010,800BR,13,2024,13_2024,1,0,0,null,0,10,0,0,0,0,0,10,0,0,4,10,10,10,20008777,3/31/2024
FWBB,20061751041,3210,20061751041_3210,800BR,13,2024,13_2024,1,0,0,11/15/2023,3,-5,0,0,0,0,0,-5,0,0,4,-5,-2,-2,20008777,3/31/2024
FWBB,20061751038,3210,20061751038_3210,800BR,13,2024,13_2024,1,0,0,11/15/2023,17,0,0,0,0,0,0,0,0,0,4,0,18,18,20008777,3/31/2024
FWBB,20061751013,3220,20061751013_3220,800BR,13,2024,13_2024,1,0,0,null,0,0,0,0,0,0,0,0,1,0,4,0,-1,-1,20008777,3/31/2024
FWBB,20061751042,3220,20061751042_3220,800BR,13,2024,13_2024,2,0,0,null,0,-8,0,0,0,0,0,-8,0,0,4,-4,10,5,20008777,3/31/2024
FWBB,20061751012,3210,20061751012_3210,800BR,13,2024,13_2024,1,0,0,11/15/2023,6,15,0,0,0,0,0,15,0,1,4,15,23,23,20008777,3/31/2024
FWBB,20061751043,3210,20061751043_3210,800BR,13,2024,13_2024,2,0,0,11/15/2023,16,-14,0,0,0,0,0,-14,0,0,4,-6.59,9,4.24,20008777,3/31/2024
FWBB,20061751043,3000,20061751043_3000,800BR,13,2024,13_2024,3,0,0,11/10/2023,21,10,0,0,0,0,0,10,0,0,4,3.33,31,10.33,20008777,3/31/2024
FWBB,20061751039,3220,20061751039_3220,800BR,13,2024,13_2024,1,0,0,null,0,-5,0,0,0,0,0,-5,0,0,4,-5,10,10,20008777,3/31/2024
FWBB,20061751041,3010,20061751041_3010,800BR,13,2024,13_2024,1,0,0,null,0,-5,0,0,0,0,0,-5,0,0,4,-5,-5,-5,20008777,3/31/2024
FWBB,20061751040,3000,20061751040_3000,800BR,13,2024,13_2024,1,0,0,11/10/2023,5,-3,0,0,0,0,0,-3,0,0,4,-3,2,2,20008777,3/31/2024
FWBB,20061751046,3000,20061751046_3000,800BR,13,2024,13_2024,4,0,0,11/10/2023,35,17,0,0,0,0,0,17,0,0,4,3.68,52,11.24,20008777,3/31/2024
FWBB,20061751039,3010,20061751039_3010,800BR,13,2024,13_2024,1,0,0,null,0,1,0,0,0,0,0,1,0,0,4,0.89,1,0.89,20008777,3/31/2024
FWBB,20061751039,3200,20061751039_3200,800BR,13,2024,13_2024,2,0,0,null,0,-8,0,0,0,0,0,-8,0,0,4,-4,-8,-4,20008777,3/31/2024
FWBB,20061751042,3210,20061751042_3210,800BR,13,2024,13_2024,2,0,0,11/15/2023,18,-1,0,0,0,0,0,-1,0,0,4,-0.5,23,11.5,20008777,3/31/2024
FWBB,20061751042,3000,20061751042_3000,800BR,13,2024,13_2024,2,0,0,11/10/2023,25,-6,0,0,0,0,0,-6,0,0,4,-2.29,19,7.24,20008777,3/31/2024
FWBB,20061751046,3210,20061751046_3210,800BR,13,2024,13_2024,2,0,0,11/15/2023,26,12,0,0,0,0,0,12,0,0,4,6,48,24,20008777,3/31/2024
FWBB,20061751043,3220,20061751043_3220,800BR,13,2024,13_2024,2,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-2,13,6.5,20008777,3/31/2024
FWBB,20061751046,3220,20061751046_3220,800BR,13,2024,13_2024,2,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-1,12,6,20008777,3/31/2024
FWBB,20061751040,3010,20061751040_3010,800BR,13,2024,13_2024,1,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-4,-4,-4,20008777,3/31/2024
FWBB,20061751041,3000,20061751041_3000,800BR,13,2024,13_2024,1,0,0,11/10/2023,7,-4,0,0,0,0,0,-4,0,0,4,-4,3,3,20008777,3/31/2024
FWBB,20061751012,3220,20061751012_3220,800BR,13,2024,13_2024,1,0,0,null,0,0,0,0,0,0,0,0,1,0,4,0,-2,-2,20008777,3/31/2024
FWBB,20061751012,3200,20061751012_3200,800BR,13,2024,13_2024,1,0,0,null,0,5,0,0,0,0,0,5,0,0,4,5,5,5,20008777,3/31/2024
FWBB,20061751040,3220,20061751040_3220,800BR,13,2024,13_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,2,2,20008777,3/31/2024
FWBB,20061751038,3010,20061751038_3010,800BR,13,2024,13_2024,1,0,0,null,0,4,0,0,0,0,0,4,0,0,4,3.56,4,3.56,20008777,3/31/2024
FWBB,20061751040,3210,20061751040_3210,800BR,13,2024,13_2024,1,0,0,null,0,-1,0,0,0,0,0,-1,0,0,4,-1,-1,-1,20008777,3/31/2024
FWBB,20061751042,3010,20061751042_3010,800BR,13,2024,13_2024,2,0,0,null,0,-8,0,0,0,0,0,-8,0,0,4,-4,-9,-4.5,20008777,3/31/2024
FWBB,20061751042,3200,20061751042_3200,800BR,13,2024,13_2024,1,0,0,null,0,6,0,0,0,0,0,6,0,0,4,3.69,7,4.31,20008777,3/31/2024
FWBB,20061751043,3010,20061751043_3010,800BR,13,2024,13_2024,2,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-2.82,-6,-2.82,20008777,3/31/2024
FWBB,20061751038,3000,20061751038_3000,800BR,13,2024,13_2024,3,0,0,null,0,-10,0,0,0,0,0,-10,0,0,4,-3.33,-10,-3.33,20008777,3/31/2024
FWBB,20061751038,3220,20061751038_3220,800BR,13,2024,13_2024,1,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-4,9,9,20008777,3/31/2024
FWBB,20061751040,3200,20061751040_3200,800BR,13,2024,13_2024,1,0,0,11/10/2023,2,-3,0,0,0,0,0,-3,0,0,4,-3,-1,-1,20008777,3/31/2024
FWBB,20061751039,3210,20061751039_3210,800BR,13,2024,13_2024,1,0,0,11/15/2023,15,-4,0,0,0,0,0,-4,0,0,4,-4,17,17,20008777,3/31/2024
FWBB,20061751013,3000,20061751013_3000,800BR,13,2024,13_2024,1,0,0,11/10/2023,6,0,0,0,0,0,0,0,0,0,4,0,6,6,20008777,3/31/2024
FWBB,20061751041,3200,20061751041_3200,800BR,13,2024,13_2024,1,0,0,11/10/2023,3,-4,0,0,0,0,0,-4,0,0,4,-4,-1,-1,20008777,3/31/2024
FWBB,20061751043,3200,20061751043_3200,800BR,13,2024,13_2024,1,0,0,11/10/2023,8,0,0,0,0,0,0,0,0,0,4,0,8,8,20008777,3/31/2024
FWBB,20061751013,3210,20061751013_3210,800BR,13,2024,13_2024,1,0,0,11/15/2023,6,14,0,0,0,0,0,14,0,1,4,14,21,21,20008777,3/31/2024
FWBB,20061751046,3010,20061751046_3010,800BR,13,2024,13_2024,2,0,0,null,0,3,0,0,0,0,0,3,0,0,4,1.5,3,1.5,20008777,3/31/2024
FWBB,20061751039,3000,20061751039_3000,800BR,13,2024,13_2024,3,0,0,11/15/2023,2,-7,0,0,0,0,0,-7,0,0,4,-2.33,-7,-2.33,20008777,3/31/2024
FWBB,20061751041,3220,20061751041_3220,800BR,14,2024,14_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,4,4,20008777,4/7/2024
FWBB,20061751012,3000,20061751012_3000,800BR,14,2024,14_2024,1,0,0,null,0,-3,0,0,0,0,0,-3,0,0,4,-3,3,3,20008777,4/7/2024
FWBB,20061751012,3010,20061751012_3010,800BR,14,2024,14_2024,1,0,0,null,0,6,0,0,0,0,0,6,0,0,4,6,6,6,20008777,4/7/2024
FWBB,20061751013,3200,20061751013_3200,800BR,14,2024,14_2024,1,0,0,null,0,6,0,0,0,0,0,6,0,0,4,6,6,6,20008777,4/7/2024
FWBB,20061751038,3200,20061751038_3200,800BR,14,2024,14_2024,2,0,0,null,0,-11,0,0,0,0,0,-11,0,0,4,-5.5,-11,-5.5,20008777,4/7/2024
FWBB,20061751046,3200,20061751046_3200,800BR,14,2024,14_2024,2,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-0.89,-3,-1.33,20008777,4/7/2024
FWBB,20061751013,3010,20061751013_3010,800BR,14,2024,14_2024,1,0,0,null,0,9,0,0,0,0,0,9,0,0,4,9,9,9,20008777,4/7/2024
FWBB,20061751041,3210,20061751041_3210,800BR,14,2024,14_2024,1,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-6,-3,-3,20008777,4/7/2024
FWBB,20061751038,3210,20061751038_3210,800BR,14,2024,14_2024,1,0,0,11/10/2023,1,-1,0,0,0,0,0,-1,0,0,4,-1,18,18,20008777,4/7/2024
FWBB,20061751013,3220,20061751013_3220,800BR,14,2024,14_2024,1,0,0,null,0,0,0,0,0,0,0,0,1,0,4,0,-2,-2,20008777,4/7/2024
FWBB,20061751042,3220,20061751042_3220,800BR,14,2024,14_2024,2,0,0,null,0,-10,0,0,0,0,0,-10,0,0,4,-5,8,4,20008777,4/7/2024
FWBB,20061751012,3210,20061751012_3210,800BR,14,2024,14_2024,1,0,0,null,0,13,0,0,0,0,0,13,0,1,4,13,22,22,20008777,4/7/2024
FWBB,20061751043,3210,20061751043_3210,800BR,14,2024,14_2024,2,0,0,11/10/2023,7,-16,0,0,0,0,0,-16,0,0,4,-7.11,14,6.22,20008777,4/7/2024
FWBB,20061751043,3000,20061751043_3000,800BR,14,2024,14_2024,3,0,0,null,0,7,0,0,0,0,0,7,0,0,4,2.33,28,9.33,20008777,4/7/2024
FWBB,20061751039,3220,20061751039_3220,800BR,14,2024,14_2024,1,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-6,9,9,20008777,4/7/2024
FWBB,20061751041,3010,20061751041_3010,800BR,14,2024,14_2024,1,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-6,-6,-6,20008777,4/7/2024
FWBB,20061751040,3000,20061751040_3000,800BR,14,2024,14_2024,1,0,0,11/28/2023,4,-4,0,0,0,0,0,-4,0,0,4,-4,5,5,20008777,4/7/2024
FWBB,20061751046,3000,20061751046_3000,800BR,14,2024,14_2024,4,0,0,11/28/2023,4,13,0,0,0,0,0,13,0,0,4,2.74,52,10.95,20008777,4/7/2024
FWBB,20061751039,3010,20061751039_3010,800BR,14,2024,14_2024,1,0,0,null,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20008777,4/7/2024
FWBB,20061751039,3200,20061751039_3200,800BR,14,2024,14_2024,2,0,0,null,0,-10,0,0,0,0,0,-10,0,0,4,-5,-10,-5,20008777,4/7/2024
FWBB,20061751042,3210,20061751042_3210,800BR,14,2024,14_2024,2,0,0,11/10/2023,6,-3,0,0,0,0,0,-3,0,0,4,-1.5,27,13.5,20008777,4/7/2024
FWBB,20061751042,3000,20061751042_3000,800BR,14,2024,14_2024,2,0,0,11/28/2023,4,-8,0,0,0,0,0,-8,0,0,4,-2.91,21,7.64,20008777,4/7/2024
FWBB,20061751046,3210,20061751046_3210,800BR,14,2024,14_2024,2,0,0,11/10/2023,9,10,0,0,0,0,0,10,0,0,4,5,55,27.5,20008777,4/7/2024
FWBB,20061751043,3220,20061751043_3220,800BR,14,2024,14_2024,2,0,0,null,0,-6,0,0,0,0,0,-6,0,0,4,-3,11,5.5,20008777,4/7/2024
FWBB,20061751046,3220,20061751046_3220,800BR,14,2024,14_2024,2,0,0,null,0,-4,0,0,0,0,0,-4,0,0,4,-2,10,5,20008777,4/7/2024
FWBB,20061751040,3010,20061751040_3010,800BR,14,2024,14_2024,1,0,0,null,0,-5,0,0,0,0,0,-5,0,0,4,-5,-5,-5,20008777,4/7/2024
FWBB,20061751041,3000,20061751041_3000,800BR,14,2024,14_2024,1,0,0,11/28/2023,6,-5,0,0,0,0,0,-5,0,0,4,-5,8,8,20008777,4/7/2024
FWBB,20061751012,3220,20061751012_3220,800BR,14,2024,14_2024,1,0,0,null,0,0,0,0,0,0,0,0,1,0,4,0,-3,-3,20008777,4/7/2024
FWBB,20061751012,3200,20061751012_3200,800BR,14,2024,14_2024,1,0,0,null,0,4,0,0,0,0,0,4,0,0,4,4,4,4,20008777,4/7/2024
FWBB,20061751040,3220,20061751040_3220,800BR,14,2024,14_2024,1,0,0,null,0,-3,0,0,0,0,0,-3,0,0,4,-3,1,1,20008777,4/7/2024
FWBB,20061751038,3010,20061751038_3010,800BR,14,2024,14_2024,1,0,0,null,0,3,0,0,0,0,0,3,0,0,4,2.4,3,2.4,20008777,4/7/2024
FWBB,20061751040,3210,20061751040_3210,800BR,14,2024,14_2024,1,0,0,null,0,-2,0,0,0,0,0,-2,0,0,4,-2,-2,-2,20008777,4/7/2024
FWBB,20061751042,3010,20061751042_3010,800BR,14,2024,14_2024,2,0,0,null,0,-10,0,0,0,0,0,-10,0,0,4,-5,-11,-5.5,20008777,4/7/2024
FWBB,20061751042,3200,20061751042_3200,800BR,14,2024,14_2024,1,0,0,null,0,5,0,0,0,0,0,5,0,0,4,2.86,6,3.43,20008777,4/7/2024
FWBB,20061751043,3010,20061751043_3010,800BR,14,2024,14_2024,2,0,0,null,0,-8,0,0,0,0,0,-8,0,0,4,-3.56,-8,-3.56,20008777,4/7/2024
FWBB,20061751038,3000,20061751038_3000,800BR,14,2024,14_2024,3,0,0,11/28/2023,6,-7,0,0,0,0,0,-7,0,0,4,-2.33,-7,-2.33,20008777,4/7/2024
FWBB,20061751038,3220,20061751038_3220,800BR,14,2024,14_2024,1,0,0,null,0,-5,0,0,0,0,0,-5,0,0,4,-5,8,8,20008777,4/7/2024
FWBB,20061751040,3200,20061751040_3200,800BR,14,2024,14_2024,1,0,0,11/21/2023,8,-4,0,0,0,0,0,-4,0,0,4,-4,6,6,20008777,4/7/2024
FWBB,20061751039,3210,20061751039_3210,800BR,14,2024,14_2024,1,0,0,11/10/2023,6,-5,0,0,0,0,0,-5,0,0,4,-5,22,22,20008777,4/7/2024
FWBB,20061751013,3000,20061751013_3000,800BR,14,2024,14_2024,1,0,0,11/28/2023,1,-1,0,0,0,0,0,-1,0,0,4,-1,6,6,20008777,4/7/2024
FWBB,20061751041,3200,20061751041_3200,800BR,14,2024,14_2024,1,0,0,11/21/2023,3,-5,0,0,0,0,0,-5,0,0,4,-5,1,1,20008777,4/7/2024
FWBB,20061751043,3200,20061751043_3200,800BR,14,2024,14_2024,1,0,0,null,0,-1,0,0,0,0,0,-1,0,0,4,-1,7,7,20008777,4/7/2024
FWBB,20061751013,3210,20061751013_3210,800BR,14,2024,14_2024,1,0,0,null,0,12,0,0,0,0,0,12,0,1,4,12,20,20,20008777,4/7/2024
FWBB,20061751046,3010,20061751046_3010,800BR,14,2024,14_2024,2,0,0,null,0,1,0,0,0,0,0,1,0,0,4,0.5,1,0.5,20008777,4/7/2024
FWBB,20061751039,3000,20061751039_3000,800BR,14,2024,14_2024,3,0,0,11/28/2023,6,-4,0,0,0,0,0,-4,0,0,4,-1.33,-4,-1.33,20008777,4/7/2024
FWBB,20061751041,3220,20061751041_3220,800BR,15,2024,15_2024,1,0,0,null,0,-3,0,0,0,0,0,-3,0,0,4,-3,3,3,20008777,4/14/2024
